,ic,ev,label
chr5_f_c39264,47,0,NO
chr5_f_c39291,307,1,NO
chr5_f_c39358,670,3903,YES
chr5_f_c39359,133,110,YES
chr5_f_c39389,10572,20,NO
chr5_f_c3958,68,1,NO
chr5_f_c40144,437,1,NO
chr5_f_c40145,117,1,NO
chr5_f_c40435,4359,342,YES
chr5_f_c4063,47,1,NO
chr5_f_c41055,62,0,NO
chr5_f_c41438,141,0,NO
chr5_f_c41532,1120,2,NO
chr5_f_c41617,194,1,NO
chr5_f_c42066,147,0,NO
chr5_f_c42169,48,0,NO
chr5_f_c4241,56,0,NO
chr5_f_c42526,372,0,NO
chr5_f_c42781,64,292,YES
chr5_f_c42878,143,0,NO
chr5_f_c4295,63,0,NO
chr5_f_c43022,63,0,NO
chr5_f_c43102,135,2,NO
chr5_f_c4318,139,1,NO
chr5_f_c43255,60,0,NO
chr5_f_c43336,95,1,NO
chr5_f_c43481,57,0,NO
chr5_f_c43555,150,0,NO
chr5_f_c43634,323,0,NO
chr5_f_c44334,3332,12,NO
chr5_f_c44772,86,0,NO
chr5_f_c44889,63,0,NO
chr5_f_c4492,49,1,NO
chr5_f_c44976,589,0,NO
chr5_f_c44986,120,0,NO
chr5_f_c45022,281,2324,YES
chr5_f_c45054,92,2,NO
chr5_f_c4518,53,0,NO
chr5_f_c45420,11888,276,YES
chr5_f_c45427,3846,10,NO
chr5_f_c45636,76,0,NO
chr5_f_c45691,59,3,NO
chr5_f_c45799,48,2,NO
chr5_f_c45902,99,0,NO
chr5_f_c45919,66,0,NO
chr5_f_c45995,2364,0,NO
chr5_f_c46085,77,0,NO
chr5_f_c46264,2605,8,NO
chr5_f_c46468,69,9,NO
chr5_f_c46486,343,0,NO
chr5_f_c46503,56,0,NO
chr5_f_c46652,132,0,NO
chr5_f_c46673,118,2,NO
chr5_f_c46830,150,0,NO
chr5_f_c46831,166,0,NO
chr5_f_c46931,386,0,NO
chr5_f_c46942,337,0,NO
chr5_f_c47098,598,1,NO
chr5_f_c4725,15966,3,NO
chr5_f_c47504,52,0,NO
chr5_f_c47524,56,0,NO
chr5_f_c47631,119,2,NO
chr5_f_c47742,61,0,NO
chr5_f_c47855,60,0,NO
chr5_f_c48052,1564,8,NO
chr5_f_c4819,73,2,NO
chr5_f_c48210,179,1,NO
chr5_f_c4823,55,0,NO
chr5_f_c48305,135,1,NO
chr5_f_c48411,88,0,NO
chr5_f_c48498,57,0,NO
chr5_f_c48616,52,0,NO
chr5_f_c48661,182,0,NO
chr5_f_c48830,57,0,NO
chr5_f_c48952,148,0,NO
chr5_f_c48970,57,0,NO
chr5_f_c49128,104,2,NO
chr5_f_c49185,50,1,NO
chr5_f_c49212,88,0,NO
chr5_f_c49255,286,0,NO
chr5_f_c49808,758,1,NO
chr5_f_c49834,96,0,NO
chr5_f_c49935,80,0,NO
chr5_f_c50405,70,0,NO
chr5_f_c50433,107,3,NO
chr5_f_c50636,241,0,NO
chr5_f_c50844,55,0,NO
chr5_f_c50941,74,0,NO
chr5_f_c51275,171,1,NO
chr5_f_c51473,117,8,NO
chr5_f_c51616,109,2,NO
chr5_f_c51619,55,2,NO
chr5_f_c51623,90,1,NO
chr5_f_c51629,171,4,NO
chr5_f_c51631,69,1,NO
chr5_f_c51632,285,15,NO
chr5_f_c51633,65096,1649,YES
chr5_f_c51637,74,0,NO
chr5_f_c51641,56,0,NO
chr5_f_c51643,171,0,NO
chr5_f_c51646,1110,11,NO
chr5_f_c51647,2020,0,NO
chr5_f_c51706,93,1,NO
chr5_f_c51813,145,0,NO
chr5_f_c51998,48,1,NO
chr5_f_c52042,132,1,NO
chr5_f_c52070,67,0,NO
chr5_f_c52297,82,0,NO
chr5_f_c52600,569,9,NO
chr5_f_c52628,89,0,NO
chr5_f_c52656,56,0,NO
chr5_f_c52751,311,0,NO
chr5_f_c52757,460,24,YES
chr5_f_c52830,119,0,NO
chr5_f_c52899,74,0,NO
chr5_f_c53204,75,1,NO
chr5_f_c53583,72,0,NO
chr5_f_c53593,340,8,NO
chr5_f_c53607,831,45,YES
chr5_f_c53693,147,0,NO
chr5_f_c53960,56,3,NO
chr5_f_c54076,80,57,YES
chr5_f_c5432,273,4,NO
chr5_f_c54644,94,0,NO
chr5_f_c54706,779,20,NO
chr5_f_c54707,417,16,NO
chr5_f_c54710,49,2,NO
chr5_f_c54713,76,0,NO
chr5_f_c54718,254,9,NO
chr5_f_c54721,51,1,NO
chr5_f_c54722,97,4,NO
chr5_f_c54724,104,6,NO
chr5_f_c54725,107,5,NO
chr5_f_c54726,98,4,NO
chr5_f_c54730,53,2,NO
chr5_f_c54733,75,0,NO
chr5_f_c54741,525,2,NO
chr5_f_c54743,51,0,NO
chr5_f_c54745,155,1,NO
chr5_f_c54755,587,28,YES
chr5_f_c54757,109,4,NO
chr5_f_c54758,80,4,NO
chr5_f_c54763,72,1,NO
chr5_f_c54766,117,4,NO
chr5_f_c54767,93,1,NO
chr5_f_c54776,57,0,NO
chr5_f_c54787,88,1,NO
chr5_f_c54796,218,7,NO
chr5_f_c54797,55,3,NO
chr5_f_c54801,187,7,NO
chr5_f_c54807,71,2,NO
chr5_f_c54811,106,2,NO
chr5_f_c54813,63,2,NO
chr5_f_c54819,53,0,NO
chr5_f_c54831,129,12,NO
chr5_f_c54872,53,0,NO
chr5_f_c54882,67,0,NO
chr5_f_c55086,114,6,NO
chr5_f_c55275,49,0,NO
chr5_f_c55451,1193,2,NO
chr5_f_c55584,54,0,NO
chr5_f_c55605,82,0,NO
chr5_f_c5628,250,0,NO
chr5_f_c56651,92,1,NO
chr5_f_c56727,62,0,NO
chr5_f_c56763,99,0,NO
chr5_f_c56834,1674,28,YES
chr5_f_c56890,109,4,NO
chr5_f_c56960,103,1,NO
chr5_f_c57079,89,0,NO
chr5_f_c57212,169,0,NO
chr5_f_c57252,1047,39,YES
chr5_f_c57310,831,0,NO
chr5_f_c57367,290,1,NO
chr5_f_c57437,85,0,NO
chr5_f_c57550,49,3,NO
chr5_f_c57561,80,1,NO
chr5_f_c5760,68,0,NO
chr5_f_c57970,83,0,NO
chr5_f_c58221,112,0,NO
chr5_f_c58286,4621,307,YES
chr5_f_c58342,169,1,NO
chr5_f_c58498,531,0,NO
chr5_f_c58628,147,0,NO
chr5_f_c5880,61,3,NO
chr5_f_c59020,190,0,NO
chr5_f_c59194,377,1,NO
chr5_f_c59339,68,1,NO
chr5_f_c59397,184,1,NO
chr5_f_c59502,53,0,NO
chr5_f_c59680,53,0,NO
chr5_f_c59728,66,0,NO
chr5_f_c60075,675,1,NO
chr5_f_c60370,145,0,NO
chr5_f_c60532,157,1,NO
chr5_f_c60635,1066,7,NO
chr5_f_c60706,49,0,NO
chr5_f_c60962,53,0,NO
chr5_f_c61058,280,1,NO
chr5_f_c61076,52,0,NO
chr5_f_c61348,55,0,NO
chr5_f_c61378,53,0,NO
chr5_f_c61395,241,0,NO
chr5_f_c61417,180,1,NO
chr5_f_c61425,150,0,NO
chr5_f_c61473,63,0,NO
chr5_f_c61482,48,0,NO
chr5_f_c61578,68,13,NO
chr5_f_c61666,111,0,NO
chr5_f_c61745,59,2,NO
chr5_f_c61892,383,0,NO
chr5_f_c61911,971,0,NO
chr5_f_c61912,54,0,NO
chr5_f_c61956,52,0,NO
chr5_f_c62016,5073,0,NO
chr5_f_c62052,50,1,NO
chr5_f_c62103,166,0,NO
chr5_f_c62161,63,0,NO
chr5_f_c6221,892,2,NO
chr5_f_c62254,185,0,NO
chr5_f_c62380,52,25,YES
chr5_f_c62579,128,0,NO
chr5_f_c62650,79,2,NO
chr5_f_c62685,1192,97,YES
chr5_f_c627,153,0,NO
chr5_f_c62745,66,0,NO
chr5_f_c62755,567,24,YES
chr5_f_c62763,109,0,NO
chr5_f_c62972,169,0,NO
chr5_f_c62996,50,0,NO
chr5_f_c63185,173,0,NO
chr5_f_c63249,76,1,NO
chr5_f_c63259,53,2,NO
chr5_f_c63355,76,1,NO
chr5_f_c6342,70,2,NO
chr5_f_c63425,60,0,NO
chr5_f_c63478,50,0,NO
chr5_f_c63519,378,6,NO
chr5_f_c63560,61,0,NO
chr5_f_c63571,74,5,NO
chr5_f_c63727,124,0,NO
chr5_f_c63850,142,565,YES
chr5_f_c63942,64,0,NO
chr5_f_c63996,242,0,NO
chr5_f_c64045,132,0,NO
chr5_f_c64288,156,0,NO
chr5_f_c64358,80,0,NO
chr5_f_c64439,303,0,NO
chr5_f_c6456,51,0,NO
chr5_f_c64632,298,0,NO
chr5_f_c64671,68,0,NO
chr5_f_c64680,185,1,NO
chr5_f_c64872,79,0,NO
chr5_f_c64930,180,0,NO
chr5_f_c64960,73,0,NO
chr5_f_c64970,993,0,NO
chr5_f_c65174,49,0,NO
chr5_f_c65591,112,1,NO
chr5_f_c65689,146,0,NO
chr5_f_c65806,55,0,NO
chr5_f_c65839,614,3,NO
chr5_f_c65840,65,4,NO
chr5_f_c65841,125,3,NO
chr5_f_c65905,74,5,NO
chr5_f_c65997,72,0,NO
chr5_f_c66069,86,0,NO
chr5_f_c6615,98,0,NO
chr5_f_c66159,84,0,NO
chr5_f_c66298,53,0,NO
chr5_f_c6636,103,13,NO
chr5_f_c66555,47,0,NO
chr5_f_c66609,77,0,NO
chr5_f_c66640,70,0,NO
chr5_f_c66706,111,0,NO
chr5_f_c66876,212,0,NO
chr5_f_c67030,50,2,NO
chr5_f_c67175,339,0,NO
chr5_f_c67444,585,1,NO
chr5_f_c67585,63,1,NO
chr5_f_c67663,60,0,NO
chr5_f_c67811,179,0,NO
chr5_f_c68077,176,0,NO
chr5_f_c68137,53,6,NO
chr5_f_c68147,409,3,NO
chr5_f_c68316,54,0,NO
chr5_f_c68464,304,2,NO
chr5_f_c68475,95,0,NO
chr5_f_c68532,101,1,NO
chr5_f_c6856,186,0,NO
chr5_f_c68706,119,0,NO
chr5_f_c68851,82,0,NO
chr5_f_c68928,52,0,NO
chr5_f_c69001,89,0,NO
chr5_f_c69032,65,0,NO
chr5_f_c69057,195,12,NO
chr5_f_c69260,47,2,NO
chr5_f_c69332,809,0,NO
chr5_f_c69449,90,0,NO
chr5_f_c69535,51,0,NO
chr5_f_c6964,55,0,NO
chr5_f_c69948,110,0,NO
chr5_f_c70013,567,60,YES
chr5_f_c70265,191,0,NO
chr5_f_c70355,99,137,YES
chr5_f_c70430,159,0,NO
chr5_f_c70557,1094,1,NO
chr5_f_c70735,118,0,NO
chr5_f_c7074,194,0,NO
chr5_f_c71032,48,1,NO
chr5_f_c71076,66,0,NO
chr5_f_c71141,59,0,NO
chr5_f_c71164,89,2,NO
chr5_f_c71236,53,0,NO
chr5_f_c71293,52,40,YES
chr5_f_c71339,52,0,NO
chr5_f_c71408,73,0,NO
chr5_f_c71457,410,0,NO
chr5_f_c7152,116,0,NO
chr5_f_c71523,61,0,NO
chr5_f_c7163,201,2,NO
chr5_f_c71849,61,2,NO
chr5_f_c71858,117,0,NO
chr5_f_c71901,67,0,NO
chr5_f_c7213,438,16,NO
chr5_f_c7221,604,3,NO
chr5_f_c7241,526,0,NO
chr5_f_c72700,242,2,NO
chr5_f_c72834,173,0,NO
chr5_f_c72838,75,3,NO
chr5_f_c72839,148,1,NO
chr5_f_c72841,463,0,NO
chr5_f_c72842,95,1,NO
chr5_f_c72844,1551,77,YES
chr5_f_c72848,394,11,NO
chr5_f_c72850,133,5,NO
chr5_f_c72852,1093,35,YES
chr5_f_c72853,483,27,YES
chr5_f_c72854,62,4,NO
chr5_f_c72857,71,0,NO
chr5_f_c72860,103,6,NO
chr5_f_c72861,731,15,NO
chr5_f_c72862,1122,37,YES
chr5_f_c72864,391,6,NO
chr5_f_c72866,1712,48,YES
chr5_f_c72868,321,12,NO
chr5_f_c72869,62,2,NO
chr5_f_c72870,220,7,NO
chr5_f_c72871,243,4,NO
chr5_f_c72878,61,3,NO
chr5_f_c72880,505,3,NO
chr5_f_c72881,125,0,NO
chr5_f_c72882,1695,114,YES
chr5_f_c72885,84,0,NO
chr5_f_c72886,588,21,YES
chr5_f_c72888,93,4,NO
chr5_f_c72891,1193,58,YES
chr5_f_c72892,1561,30,YES
chr5_f_c72893,1045,22,YES
chr5_f_c72895,100,2,NO
chr5_f_c72897,149,0,NO
chr5_f_c72900,172,3,NO
chr5_f_c72901,816,50,YES
chr5_f_c72904,240,8,NO
chr5_f_c72906,274,7,NO
chr5_f_c72908,3603,4,NO
chr5_f_c72909,154,6,NO
chr5_f_c7308,143,1,NO
chr5_f_c73097,112,1,NO
chr5_f_c73168,185,10,NO
chr5_f_c73257,56,2,NO
chr5_f_c73329,141,2,NO
chr5_f_c7358,141,0,NO
chr5_f_c74085,62,0,NO
chr5_f_c74092,52,1,NO
chr5_f_c74119,53,0,NO
chr5_f_c74185,57,0,NO
chr5_f_c74248,61,0,NO
chr5_f_c7448,69,0,NO
chr5_f_c74608,268,0,NO
chr5_f_c74765,112,3,NO
chr5_f_c74827,115,0,NO
chr5_f_c74931,137,0,NO
chr5_f_c7495,60,0,NO
chr5_f_c75047,399,4,NO
chr5_f_c75145,91,2,NO
chr5_f_c75494,77,0,NO
chr5_f_c75506,56,0,NO
chr5_f_c75648,52,0,NO
chr5_f_c75900,279,0,NO
chr5_f_c76103,179,0,NO
chr5_f_c76106,775,3,NO
chr5_f_c76232,561,0,NO
chr5_f_c76240,3791,9,NO
chr5_f_c7649,1109,2,NO
chr5_f_c76880,66,0,NO
chr5_f_c77031,60,7,NO
chr5_f_c77042,1677,23,YES
chr5_f_c77056,149,0,NO
chr5_f_c77074,62,0,NO
chr5_f_c7774,115,0,NO
chr5_f_c7802,58,1,NO
chr5_f_c78127,52,0,NO
chr5_f_c78174,16014,533,YES
chr5_f_c78180,8462,140,YES
chr5_f_c78188,1816,23,YES
chr5_f_c78351,63,0,NO
chr5_f_c78392,429,0,NO
chr5_f_c78435,71,4,NO
chr5_f_c78690,511,10,NO
chr5_f_c78743,459,17,NO
chr5_f_c79265,146,1,NO
chr5_f_c79335,113,1,NO
chr5_f_c79560,82,0,NO
chr5_f_c79566,56,1,NO
chr5_f_c79800,85,3,NO
chr5_f_c7989,53,0,NO
chr5_f_c79963,66,0,NO
chr5_f_c79969,1309,0,NO
chr5_f_c80454,70,0,NO
chr5_f_c80470,52,0,NO
chr5_f_c80518,1217,43,YES
chr5_f_c80530,366,0,NO
chr5_f_c80699,143,1,NO
chr5_f_c80918,52,0,NO
chr5_f_c80929,64,0,NO
chr5_f_c80937,104,1,NO
chr5_f_c81026,1138,17,NO
chr5_f_c81236,67,0,NO
chr5_f_c81907,203,0,NO
chr5_f_c81910,52,1,NO
chr5_f_c8236,57,69,YES
chr5_f_c82404,49,0,NO
chr5_f_c82782,183,0,NO
chr5_f_c82852,105,1,NO
chr5_f_c82934,306,0,NO
chr5_f_c8296,101,0,NO
chr5_f_c82991,81,0,NO
chr5_f_c83209,87,0,NO
chr5_f_c83410,51,1,NO
chr5_f_c8347,94,0,NO
chr5_f_c83857,316,0,NO
chr5_f_c83915,56,0,NO
chr5_f_c83986,271,1,NO
chr5_f_c84153,512,679,YES
chr5_f_c84154,64,118,YES
chr5_f_c84417,22264,404,YES
chr5_f_c84473,79,1,NO
chr5_f_c8456,132,0,NO
chr5_f_c85033,63,238,YES
chr5_f_c8507,60,0,NO
chr5_f_c85095,208,6,NO
chr5_f_c85310,3942,0,NO
chr5_f_c85451,61,4,NO
chr5_f_c85454,91,0,NO
chr5_f_c85554,73,0,NO
chr5_f_c85674,72,0,NO
chr5_f_c85845,378,1507,YES
chr5_f_c8602,59,0,NO
chr5_f_c86124,128,2,NO
chr5_f_c86739,223,1,NO
chr5_f_c86917,64,0,NO
chr5_f_c87044,52,1,NO
chr5_f_c87170,49,0,NO
chr5_f_c87259,116,0,NO
chr5_f_c87349,243,0,NO
chr5_f_c87372,267,6,NO
chr5_f_c87404,49,0,NO
chr5_f_c87787,79,4,NO
chr5_f_c8787,214,10,NO
chr5_f_c87933,97,0,NO
chr5_f_c88209,53,0,NO
chr5_f_c88290,363,0,NO
chr5_f_c88516,65,1,NO
chr5_f_c88655,71,0,NO
chr5_f_c88656,160,3,NO
chr5_f_c88670,228,35,YES
chr5_f_c88773,92,7,NO
chr5_f_c89043,839,12,NO
chr5_f_c89072,64,0,NO
chr5_f_c89269,97,0,NO
chr5_f_c89308,204,0,NO
chr5_f_c89384,254,0,NO
chr5_f_c89410,64,2,NO
chr5_f_c89504,314,10,NO
chr5_f_c89508,72,0,NO
chr5_f_c89560,55,0,NO
chr5_f_c89609,147,6,NO
chr5_f_c89744,58,1,NO
chr5_f_c89855,86,0,NO
chr5_f_c89946,128,1,NO
chr5_f_c90013,111,1,NO
chr5_f_c9012,514,3,NO
chr5_f_c90336,50,4,NO
chr5_f_c90341,55,0,NO
chr5_f_c90584,65,0,NO
chr5_f_c90721,583,0,NO
chr5_f_c90761,61,0,NO
chr5_f_c90897,61,0,NO
chr5_f_c9103,129,2,NO
chr5_f_c91033,586,1,NO
chr5_f_c9111,174,1,NO
chr5_f_c91135,55,0,NO
chr5_f_c9117,65,0,NO
chr5_f_c913,216,639,YES
chr5_f_c91433,1050,0,NO
chr5_f_c9146,58,0,NO
chr5_f_c9166,2044,0,NO
chr5_f_c9168,187,0,NO
chr5_f_c91685,122,0,NO
chr5_f_c91712,68,0,NO
chr5_f_c91749,70,0,NO
chr5_f_c92012,72,0,NO
chr5_f_c92064,93,0,NO
chr5_f_c9221,61,0,NO
chr5_f_c92224,5584,134,YES
chr5_f_c92263,50,2,NO
chr5_f_c92363,64,0,NO
chr5_f_c92395,536,3,NO
chr5_f_c9242,68,0,NO
chr5_f_c92438,47,0,NO
chr5_f_c92502,180,0,NO
chr5_f_c92622,52,0,NO
chr5_f_c92673,275,0,NO
chr5_f_c92893,48,0,NO
chr5_f_c93022,76,0,NO
chr5_f_c93091,50,0,NO
chr5_f_c93241,138,0,NO
chr5_f_c93293,308,0,NO
chr5_f_c93303,160,0,NO
chr5_f_c93310,66,0,NO
chr5_f_c93324,163,0,NO
chr5_f_c93714,53,0,NO
chr5_f_c94248,48,1,NO
chr5_f_c94266,66,2,NO
chr5_f_c94413,178,0,NO
chr5_f_c94480,54,0,NO
chr5_f_c94496,195,0,NO
chr5_f_c94614,51,0,NO
chr5_f_c94637,568,4,NO
chr5_f_c94665,74,0,NO
chr5_f_c94725,79,0,NO
chr5_f_c9475,806,0,NO
chr5_f_c94770,136,1,NO
chr5_f_c94852,62,0,NO
chr5_f_c94853,94,0,NO
chr5_f_c94977,76,0,NO
chr5_f_c95001,48,0,NO
chr5_f_c95057,73,0,NO
chr5_f_c95090,129,0,NO
chr5_f_c95451,134,0,NO
chr5_f_c95873,55,5,NO
chr5_f_c96339,54,1,NO
chr5_f_c96367,137,2,NO
chr5_f_c96429,181,0,NO
chr5_f_c96709,165,0,NO
chr5_f_c97046,98,0,NO
chr5_f_c97115,85,0,NO
chr5_f_c97166,49,0,NO
chr5_f_c97256,49,22,YES
chr5_f_c9732,974,0,NO
chr5_f_c97683,129,0,NO
chr5_f_c97807,56,0,NO
chr5_f_c9801,76,0,NO
chr5_f_c98137,51,0,NO
chr5_f_c98170,199,2,NO
chr5_f_c98192,59,1,NO
chr5_f_c98221,157,1,NO
chr5_f_c98302,237,8,NO
chr5_f_c98525,59,0,NO
chr5_f_c98589,369,0,NO
chr5_f_c98654,49,0,NO
chr5_f_c98729,93,0,NO
chr5_f_c9881,9209,4,NO
chr5_f_c99014,456,3,NO
chr5_f_c99199,360,0,NO
chr5_f_c99218,71,2,NO
chr5_f_c99379,452,1,NO
chr5_f_c99381,83,0,NO
chr5_f_c9960,56,0,NO
chr5_f_c99628,72,0,NO
chr5_f_c99723,191,0,NO
chr5_f_c99728,83,0,NO
chr5_f_c99811,105,0,NO
chr5_r_c100167,58,0,NO
chr5_r_c100364,71,1,NO
chr5_r_c100532,64,0,NO
chr5_r_c100951,92,1,NO
chr5_r_c100959,85,0,NO
chr5_r_c101066,272,1,NO
chr5_r_c101116,62,0,NO
chr5_r_c101308,57,0,NO
chr5_r_c101335,369,0,NO
chr5_r_c101372,214,0,NO
chr5_r_c101391,51,3,NO
chr5_r_c101509,157,33,YES
chr5_r_c101618,420,3,NO
chr5_r_c102034,12949,38,YES
chr5_r_c1024,103,0,NO
chr5_r_c10271,62,0,NO
chr5_r_c102768,47,1,NO
chr5_r_c103063,48,2,NO
chr5_r_c103111,5465,126,YES
chr5_r_c103124,7726,10473,YES
chr5_r_c103141,60,0,NO
chr5_r_c103191,3140,115,YES
chr5_r_c103215,9878,4508,YES
chr5_r_c103216,7659,431,YES
chr5_r_c103227,4166,130,YES
chr5_r_c103293,7008,10332,YES
chr5_r_c103301,15124,6165,YES
chr5_r_c103302,8376,10441,YES
chr5_r_c103372,3636,24,YES
chr5_r_c103384,14057,146,YES
chr5_r_c10454,67,0,NO
chr5_r_c10722,92,0,NO
chr5_r_c10760,273,0,NO
chr5_r_c10770,110,2,NO
chr5_r_c10848,336,9,NO
chr5_r_c10873,854,0,NO
chr5_r_c10934,120,0,NO
chr5_r_c11086,111,0,NO
chr5_r_c11167,406,22,YES
chr5_r_c11168,63,0,NO
chr5_r_c11264,51,0,NO
chr5_r_c11473,59,0,NO
chr5_r_c11822,64,0,NO
chr5_r_c11841,116,0,NO
chr5_r_c11890,82,0,NO
chr5_r_c12011,2089,241,YES
chr5_r_c12254,217,1,NO
chr5_r_c12349,181,0,NO
chr5_r_c12463,561,1,NO
chr5_r_c12721,53,2,NO
chr5_r_c12932,62,1,NO
chr5_r_c13210,385,0,NO
chr5_r_c13462,62,0,NO
chr5_r_c13591,177,0,NO
chr5_r_c13746,137,0,NO
chr5_r_c14008,70,0,NO
chr5_r_c14180,328,0,NO
chr5_r_c14312,56,0,NO
chr5_r_c14367,1699,4,NO
chr5_r_c14418,112,0,NO
chr5_r_c14481,126,0,NO
chr5_r_c1468,65,0,NO
chr5_r_c15003,54,1,NO
chr5_r_c15066,99,0,NO
chr5_r_c15079,78,0,NO
chr5_r_c15089,433,0,NO
chr5_r_c15106,122,1,NO
chr5_r_c15557,114,0,NO
chr5_r_c15583,268,0,NO
chr5_r_c15703,99,0,NO
chr5_r_c15707,93,0,NO
chr5_r_c15732,63,6,NO
chr5_r_c15812,212,0,NO
chr5_r_c15883,52,12,NO
chr5_r_c15885,50,0,NO
chr5_r_c15975,48,0,NO
chr5_r_c16296,86,0,NO
chr5_r_c16299,87,0,NO
chr5_r_c16377,65,16,NO
chr5_r_c16431,74,0,NO
chr5_r_c16452,85,0,NO
chr5_r_c1649,132,3,NO
chr5_r_c16652,96,2,NO
chr5_r_c16693,48,0,NO
chr5_r_c16798,114,677,YES
chr5_r_c16842,410,2,NO
chr5_r_c16938,457,0,NO
chr5_r_c16965,508,0,NO
chr5_r_c16985,71,0,NO
chr5_r_c17137,135,0,NO
chr5_r_c17159,312,3,NO
chr5_r_c17358,52,1,NO
chr5_r_c17395,90,0,NO
chr5_r_c17413,85,0,NO
chr5_r_c17579,198,0,NO
chr5_r_c17591,176,0,NO
chr5_r_c17698,568,2726,YES
chr5_r_c17842,97,0,NO
chr5_r_c17904,244,0,NO
chr5_r_c18018,852,0,NO
chr5_r_c18186,97,2,NO
chr5_r_c18216,421,1,NO
chr5_r_c18240,96,0,NO
chr5_r_c1833,269,0,NO
chr5_r_c18529,195,5,NO
chr5_r_c18577,48,1,NO
chr5_r_c18788,101,0,NO
chr5_r_c1918,190,0,NO
chr5_r_c19322,301,0,NO
chr5_r_c19734,80,0,NO
chr5_r_c19838,157,0,NO
chr5_r_c19875,51,0,NO
chr5_r_c19883,71,0,NO
chr5_r_c20239,127,0,NO
chr5_r_c20497,160,5,NO
chr5_r_c20520,571,0,NO
chr5_r_c20746,326,1,NO
chr5_r_c20755,207,3,NO
chr5_r_c20789,107,0,NO
chr5_r_c20798,183,0,NO
chr5_r_c21219,82,0,NO
chr5_r_c21658,897,0,NO
chr5_r_c21709,226,0,NO
chr5_r_c21734,64,0,NO
chr5_r_c21808,81,0,NO
chr5_r_c22080,577,9,NO
chr5_r_c22082,344,0,NO
chr5_r_c22520,95,0,NO
chr5_r_c2260,51,19,NO
chr5_r_c23138,316,0,NO
chr5_r_c23159,62,1,NO
chr5_r_c23219,53,0,NO
chr5_r_c23252,50,0,NO
chr5_r_c23395,2477,2,NO
chr5_r_c23409,48,0,NO
chr5_r_c23459,57,0,NO
chr5_r_c23466,60,0,NO
chr5_r_c23661,652,0,NO
chr5_r_c23776,98,3,NO
chr5_r_c24177,172,0,NO
chr5_r_c24252,59,0,NO
chr5_r_c24347,646,4,NO
chr5_r_c24382,63,0,NO
chr5_r_c25116,285,571,YES
chr5_r_c25304,341,0,NO
chr5_r_c25423,69,1,NO
chr5_r_c25520,94,0,NO
chr5_r_c25565,65,0,NO
chr5_r_c25710,56,0,NO
chr5_r_c25919,49,0,NO
chr5_r_c2615,65,358,YES
chr5_r_c26448,361,0,NO
chr5_r_c26559,71,0,NO
chr5_r_c26585,112,1,NO
chr5_r_c2665,49,0,NO
chr5_r_c26759,340,0,NO
chr5_r_c26791,160,0,NO
chr5_r_c26942,71,3,NO
chr5_r_c26990,59,0,NO
chr5_r_c27050,846,9,NO
chr5_r_c27244,187,0,NO
chr5_r_c27257,76,0,NO
chr5_r_c27373,193,0,NO
chr5_r_c27375,97,0,NO
chr5_r_c27397,88,0,NO
chr5_r_c27451,408,1,NO
chr5_r_c27625,72,1,NO
chr5_r_c27745,114,0,NO
chr5_r_c27800,179,0,NO
chr5_r_c27817,178,0,NO
chr5_r_c27902,279,0,NO
chr5_r_c27952,200,0,NO
chr5_r_c28009,100,367,YES
chr5_r_c28052,51,0,NO
chr5_r_c28122,65,0,NO
chr5_r_c28239,155,0,NO
chr5_r_c28308,81,9,NO
chr5_r_c28375,179,5,NO
chr5_r_c28418,669,0,NO
chr5_r_c28438,402,1,NO
chr5_r_c28463,48,1,NO
chr5_r_c28503,938,0,NO
chr5_r_c28505,134,0,NO
chr5_r_c28508,1147,2,NO
chr5_r_c28632,221,0,NO
chr5_r_c28767,157,15,NO
chr5_r_c28821,80,1,NO
chr5_r_c28830,54,1,NO
chr5_r_c28908,103,0,NO
chr5_r_c28944,50,2,NO
chr5_r_c29000,69,0,NO
chr5_r_c29042,68,1,NO
chr5_r_c29108,51,0,NO
chr5_r_c29316,461,0,NO
chr5_r_c29371,1728,0,NO
chr5_r_c2968,102,0,NO
chr5_r_c29850,65,0,NO
chr5_r_c2993,85,46,YES
chr5_r_c29972,48,15,NO
chr5_r_c30585,53,0,NO
chr5_r_c30589,70,0,NO
chr5_r_c30623,54,0,NO
chr5_r_c30651,104,2,NO
chr5_r_c3073,581,0,NO
chr5_r_c31321,928,2,NO
chr5_r_c31382,55,0,NO
chr5_r_c31406,55,0,NO
chr5_r_c31412,119,0,NO
chr5_r_c31631,137,0,NO
chr5_r_c31797,655,20,NO
chr5_r_c31827,769,0,NO
chr5_r_c32001,63,0,NO
chr5_r_c32155,82,1,NO
chr5_r_c32368,78,0,NO
chr5_r_c32373,137,0,NO
chr5_r_c32382,2722,1,NO
chr5_r_c32613,66,0,NO
chr5_r_c32670,4321,0,NO
chr5_r_c3299,54,0,NO
chr5_r_c33256,464,1,NO
chr5_r_c33485,2187,0,NO
chr5_r_c33771,189,0,NO
chr5_r_c33870,679,1,NO
chr5_r_c33909,197,2,NO
chr5_r_c33946,84,0,NO
chr5_r_c34094,533,0,NO
chr5_r_c34306,649,0,NO
chr5_r_c34315,499,0,NO
chr5_r_c34540,67,0,NO
chr5_r_c34740,53,0,NO
chr5_r_c34775,47,1,NO
chr5_r_c34865,523,2,NO
chr5_r_c3490,52,0,NO
chr5_r_c3497,82,0,NO
chr5_r_c35016,74,0,NO
